destination,photo_id,rank,r,g,b,weight
Greece,CdOQeeqMUzs,2,58,39,31,0.21933333333333332
Greece,CdOQeeqMUzs,3,237,123,86,0.2
Greece,CdOQeeqMUzs,4,191,158,137,0.19633333333333333
Greece,CdOQeeqMUzs,5,132,70,56,0.13533333333333333
Greece,g3AfAZNDTXo,1,176,172,161,0.23866666666666667
Greece,g3AfAZNDTXo,2,232,223,212,0.22266666666666668
Greece,g3AfAZNDTXo,3,135,124,109,0.211
Greece,g3AfAZNDTXo,4,63,89,87,0.20766666666666667
Greece,g3AfAZNDTXo,5,37,35,30,0.12
Greece,lmur6RSpbG4,1,18,142,224,0.2693333333333333
Greece,lmur6RSpbG4,2,15,116,188,0.22633333333333333
Greece,lmur6RSpbG4,3,2,87,151,0.217
Greece,lmur6RSpbG4,4,1,60,106,0.206
Greece,lmur6RSpbG4,5,50,158,230,0.08133333333333333
Greece,FINwOwYNTvI,1,229,229,237,0.36766666666666664
Greece,FINwOwYNTvI,2,132,135,153,0.208
Greece,FINwOwYNTvI,3,178,173,187,0.194
Greece,FINwOwYNTvI,4,69,85,113,0.139
Greece,FINwOwYNTvI,5,29,31,39,0.09133333333333334
Greece,evcIvW8AP94,1,42,71,109,0.299
Greece,evcIvW8AP94,2,157,144,133,0.2956666666666667
Greece,evcIvW8AP94,3,122,116,114,0.19233333333333333
Greece,evcIvW8AP94,4,97,167,214,0.18766666666666668
Greece,evcIvW8AP94,5,213,216,214,0.025333333333333333
Greece,iY19M1wdP7M,1,233,227,216,0.37133333333333335
Greece,iY19M1wdP7M,2,199,182,157,0.30433333333333334
Greece,iY19M1wdP7M,3,170,127,85,0.22466666666666665
Greece,iY19M1wdP7M,4,80,59,46,0.07333333333333333
Greece,iY19M1wdP7M,5,44,120,188,0.026333333333333334
Greece,6MxxQJtDgak,1,204,197,210,0.2906666666666667
Greece,6MxxQJtDgak,2,158,165,176,0.24533333333333332
Greece,6MxxQJtDgak,3,79,85,87,0.18466666666666667
Greece,6MxxQJtDgak,4,115,127,134,0.16333333333333333
Greece,6MxxQJtDgak,5,36,38,41,0.116
Greece,2zf1XW81D88,1,49,74,114,0.281
Greece,2zf1XW81D88,2,86,124,170,0.2633333333333333
Greece,2zf1XW81D88,3,123,158,195,0.21466666666666667
Greece,2zf1XW81D88,4,206,206,201,0.16733333333333333
Greece,2zf1XW81D88,5,144,143,137,0.07366666666666667
Thailand,RBDgTJt3i-c,1,36,153,197,0.24633333333333332
Thailand,RBDgTJt3i-c,2,110,184,224,0.23166666666666666
Thailand,RBDgTJt3i-c,3,137,128,68,0.20833333333333334
Thailand,RBDgTJt3i-c,4,58,71,36,0.19266666666666668
Thailand,RBDgTJt3i-c,5,189,213,215,0.121
Thailand,pDZMPBBELeQ,1,219,223,226,0.288
Thailand,pDZMPBBELeQ,2,172,186,188,0.2713333333333333
Thailand,pDZMPBBELeQ,3,77,72,67,0.21633333333333332
Thailand,pDZMPBBELeQ,4,133,138,134,0.147
Thailand,pDZMPBBELeQ,5,73,162,192,0.07733333333333334
Thailand,NSd2ae5z_Yw,1,170,201,244,0.408
Thailand,NSd2ae5z_Yw,2,122,169,250,0.23333333333333334
Thailand,NSd2ae5z_Yw,3,182,166,143,0.147
Thailand,NSd2ae5z_Yw,4,114,104,91,0.112
Thailand,NSd2ae5z_Yw,5,29,31,31,0.09966666666666667
Thailand,rh8K5Lk1he4,1,35,38,22,0.30033333333333334
Thailand,rh8K5Lk1he4,2,119,116,78,0.211
Thailand,rh8K5Lk1he4,3,77,75,40,0.19033333333333333
Thailand,rh8K5Lk1he4,4,227,218,199,0.16933333333333334
Thailand,rh8K5Lk1he4,5,171,160,120,0.129
Thailand,MPRaVssGyQk,1,252,252,252,0.5
Thailand,MPRaVssGyQk,2,206,206,206,0.15066666666666667
Thailand,MPRaVssGyQk,3,44,44,44,0.12033333333333333
Thailand,MPRaVssGyQk,4,158,158,158,0.116
Thailand,MPRaVssGyQk,5,99,99,99,0.113
Thailand,sYpNq-EBCvg,1,154,207,246,0.29333333333333333
Thailand,sYpNq-EBCvg,2,93,108,97,0.22366666666666668
Thailand,sYpNq-EBCvg,3,235,245,238,0.18833333333333332
Thailand,sYpNq-EBCvg,4,139,147,123,0.16166666666666665
Thailand,sYpNq-EBCvg,5,46,66,60,0.133
Thailand,XNyhLJ7-R0I,1,164,186,199,0.27466666666666667
Thailand,XNyhLJ7-R0I,2,112,112,92,0.27366666666666667
Thailand,XNyhLJ7-R0I,3,85,147,191,0.19433333333333333
Thailand,XNyhLJ7-R0I,4,73,76,34,0.147
Thailand,XNyhLJ7-R0I,5,189,166,114,0.11033333333333334
Thailand,vxWWhhNILjQ,1,132,130,130,0.3406666666666667
Thailand,vxWWhhNILjQ,2,116,103,82,0.22433333333333333
Thailand,vxWWhhNILjQ,3,18,30,28,0.18433333333333332
Thailand,vxWWhhNILjQ,4,74,71,58,0.159
Thailand,vxWWhhNILjQ,5,190,186,184,0.09166666666666666
Thailand,KDXEnIXXw4Y,1,26,31,37,0.2723333333333333
Thailand,KDXEnIXXw4Y,2,87,142,195,0.23566666666666666
Thailand,KDXEnIXXw4Y,3,61,68,67,0.218
Thailand,KDXEnIXXw4Y,4,168,192,210,0.15733333333333333
Thailand,KDXEnIXXw4Y,5,107,115,108,0.11666666666666667
Thailand,o1ZIikGUQ7M,1,166,180,206,0.322
Thailand,o1ZIikGUQ7M,2,122,144,178,0.2853333333333333
Thailand,o1ZIikGUQ7M,3,67,94,130,0.186
Thailand,o1ZIikGUQ7M,4,217,226,240,0.15033333333333335
Thailand,o1ZIikGUQ7M,5,37,41,56,0.05633333333333333
Thailand,BPxN0eMDU2A,1,221,221,222,0.2866666666666667
Thailand,BPxN0eMDU2A,2,124,170,201,0.25433333333333336
Thailand,BPxN0eMDU2A,3,170,198,217,0.22533333333333333
Thailand,BPxN0eMDU2A,4,35,37,27,0.172
Thailand,BPxN0eMDU2A,5,102,98,86,0.06166666666666667
Thailand,D0-tRt7e2D0,1,206,201,193,0.25666666666666665
Thailand,D0-tRt7e2D0,2,127,72,37,0.221
Thailand,D0-tRt7e2D0,3,208,146,81,0.201
Thailand,D0-tRt7e2D0,4,34,15,11,0.17233333333333334
Thailand,D0-tRt7e2D0,5,134,146,161,0.149
Thailand,OhWrQYi9x2I,1,4,3,3,0.377
Thailand,OhWrQYi9x2I,2,193,174,156,0.23566666666666666
Thailand,OhWrQYi9x2I,3,138,145,144,0.186
Thailand,OhWrQYi9x2I,4,206,122,76,0.11733333333333333
Thailand,OhWrQYi9x2I,5,77,44,36,0.084
Thailand,xQoWZOP2gUg,1,137,181,209,0.26966666666666667
Thailand,xQoWZOP2gUg,2,23,37,25,0.25866666666666666
Thailand,xQoWZOP2gUg,3,53,77,74,0.22766666666666666
Thailand,xQoWZOP2gUg,4,198,215,231,0.14966666666666667
Thailand,xQoWZOP2gUg,5,104,140,138,0.09433333333333334
Thailand,bUsBvQqgohQ,1,51,52,37,0.316
Thailand,bUsBvQqgohQ,2,101,100,60,0.20966666666666667
Thailand,bUsBvQqgohQ,3,153,142,85,0.18933333333333333
Thailand,bUsBvQqgohQ,4,201,213,212,0.177
Thailand,bUsBvQqgohQ,5,148,166,164,0.108
Thailand,JobDlMNmIuU,1,228,233,238,0.30933333333333335
Thailand,JobDlMNmIuU,2,176,167,159,0.213
Thailand,JobDlMNmIuU,3,136,126,116,0.20633333333333334
Thailand,JobDlMNmIuU,4,191,205,214,0.175
Thailand,JobDlMNmIuU,5,98,88,77,0.09633333333333334
Thailand,-078Xddd4B0,1,44,51,53,0.37333333333333335
Thailand,-078Xddd4B0,2,124,119,121,0.209
Thailand,-078Xddd4B0,3,85,79,85,0.205
Thailand,-078Xddd4B0,4,149,153,168,0.16366666666666665
Thailand,-078Xddd4B0,5,211,205,218,0.049
Thailand,fWmHn_-Z3Gk,1,183,191,211,0.43833333333333335
Thailand,fWmHn_-Z3Gk,2,20,27,15,0.21133333333333335
Thailand,fWmHn_-Z3Gk,3,57,62,35,0.17566666666666667
Thailand,fWmHn_-Z3Gk,4,131,167,186,0.12033333333333333
Thailand,fWmHn_-Z3Gk,5,102,116,124,0.05433333333333333
Thailand,CZDOF7kTm7M,1,233,227,235,0.38133333333333336
Thailand,CZDOF7kTm7M,2,47,51,31,0.361
Thailand,CZDOF7kTm7M,3,190,187,206,0.13366666666666666
Thailand,CZDOF7kTm7M,4,131,134,153,0.071
Thailand,CZDOF7kTm7M,5,89,88,88,0.053
Thailand,gsllxmVO4HQ,1,210,216,222,0.3393333333333333
Thailand,gsllxmVO4HQ,2,90,166,229,0.19766666666666666
Thailand,gsllxmVO4HQ,3,140,100,42,0.17633333333333334
Thailand,gsllxmVO4HQ,4,185,159,83,0.16066666666666668
Thailand,gsllxmVO4HQ,5,73,41,18,0.126
Thailand,wS9FVNH8zSY,1,179,178,169,0.24966666666666668
Thailand,wS9FVNH8zSY,2,96,93,86,0.219
Thailand,wS9FVNH8zSY,3,137,138,129,0.214
Thailand,wS9FVNH8zSY,4,43,41,37,0.171
Thailand,wS9FVNH8zSY,5,243,239,234,0.14633333333333334
Thailand,FWGvf4ioLT4,1,26,3,1,0.41533333333333333
Thailand,FWGvf4ioLT4,2,219,66,24,0.213
Thailand,FWGvf4ioLT4,3,140,27,6,0.18766666666666668
Thailand,FWGvf4ioLT4,4,239,148,62,0.131
Thailand,FWGvf4ioLT4,5,252,231,203,0.053
Thailand,nt4vOGxZ7gU,1,140,117,97,0.313
Thailand,nt4vOGxZ7gU,2,98,81,66,0.26466666666666666
Thailand,nt4vOGxZ7gU,3,176,153,139,0.214
Thailand,nt4vOGxZ7gU,4,28,29,30,0.12733333333333333
Thailand,nt4vOGxZ7gU,5,211,203,202,0.081
Thailand,h4BItTEOH0s,1,185,160,124,0.23533333333333334
Thailand,h4BItTEOH0s,2,101,71,44,0.22
Thailand,h4BItTEOH0s,3,148,115,73,0.219
Thailand,h4BItTEOH0s,4,218,203,187,0.18733333333333332
Thailand,h4BItTEOH0s,5,42,30,19,0.13833333333333334
Thailand,8ENgXKBuBv4,1,51,51,51,0.2663333333333333
Thailand,8ENgXKBuBv4,2,171,171,171,0.249
Thailand,8ENgXKBuBv4,3,147,147,147,0.19
Thailand,8ENgXKBuBv4,4,80,80,80,0.16
Thailand,8ENgXKBuBv4,5,113,113,113,0.13466666666666666
Thailand,ocD75SD-k0s,1,37,30,34,0.3436666666666667
Thailand,ocD75SD-k0s,2,90,70,80,0.22966666666666666
Thailand,ocD75SD-k0s,3,158,123,132,0.18566666666666667
Thailand,ocD75SD-k0s,4,215,195,211,0.17333333333333334
Thailand,ocD75SD-k0s,5,103,165,226,0.06766666666666667
Thailand,xxCSeMPCp5E,1,173,169,139,0.23566666666666666
Thailand,xxCSeMPCp5E,2,62,67,27,0.207
Thailand,xxCSeMPCp5E,3,104,133,23,0.19033333333333333
Thailand,xxCSeMPCp5E,4,210,208,197,0.18833333333333332
Thailand,xxCSeMPCp5E,5,102,113,94,0.17866666666666667
Thailand,ytsYMo1ciWo,1,171,193,215,0.276
Thailand,ytsYMo1ciWo,2,33,34,25,0.23833333333333334
Thailand,ytsYMo1ciWo,3,79,85,47,0.20833333333333334
Thailand,ytsYMo1ciWo,4,131,125,77,0.18066666666666667
Thailand,ytsYMo1ciWo,5,201,139,56,0.09666666666666666
Thailand,zHgR9MiwIDs,1,21,20,31,0.37766666666666665
Thailand,zHgR9MiwIDs,2,44,46,72,0.3343333333333333
Thailand,zHgR9MiwIDs,3,94,67,76,0.148
Thailand,zHgR9MiwIDs,4,185,105,72,0.085
Thailand,zHgR9MiwIDs,5,247,185,97,0.055
Thailand,4vX8qmVF414,1,244,244,244,0.24766666666666667
Thailand,4vX8qmVF414,2,132,128,122,0.218
Thailand,4vX8qmVF414,3,181,174,164,0.20566666666666666
Thailand,4vX8qmVF414,4,88,87,81,0.199
Thailand,4vX8qmVF414,5,42,40,34,0.12966666666666668
Thailand,RGoywTgsMGY,1,22,30,25,0.30033333333333334
Thailand,RGoywTgsMGY,2,53,68,59,0.2826666666666667
Thailand,RGoywTgsMGY,3,69,116,103,0.195
Thailand,RGoywTgsMGY,4,53,178,159,0.19266666666666668
Thailand,RGoywTgsMGY,5,219,237,247,0.029333333333333333
Thailand,nt4vOGxZ7gU,1,138,115,95,0.309
Thailand,nt4vOGxZ7gU,2,98,81,66,0.23933333333333334
Thailand,nt4vOGxZ7gU,3,175,149,133,0.23366666666666666
Thailand,nt4vOGxZ7gU,4,31,32,32,0.11733333333333333
Thailand,nt4vOGxZ7gU,5,209,202,200,0.10066666666666667
Thailand,h4BItTEOH0s,1,108,77,49,0.24
Thailand,h4BItTEOH0s,2,186,163,130,0.214
Thailand,h4BItTEOH0s,3,156,123,77,0.20233333333333334
Thailand,h4BItTEOH0s,4,218,203,188,0.195
Thailand,h4BItTEOH0s,5,42,29,19,0.14866666666666667
Thailand,8ENgXKBuBv4,1,170,170,170,0.27466666666666667
Thailand,8ENgXKBuBv4,2,49,49,49,0.23566666666666666
Thailand,8ENgXKBuBv4,3,143,143,143,0.17633333333333334
Thailand,8ENgXKBuBv4,4,73,73,73,0.16566666666666666
Thailand,8ENgXKBuBv4,5,105,105,105,0.14766666666666667
Thailand,ocD75SD-k0s,1,39,32,36,0.353
Thailand,ocD75SD-k0s,2,96,72,82,0.231
Thailand,ocD75SD-k0s,3,215,196,213,0.17566666666666667
Thailand,ocD75SD-k0s,4,164,130,138,0.17133333333333334
Thailand,ocD75SD-k0s,5,99,159,225,0.069
Thailand,xxCSeMPCp5E,1,176,169,140,0.22666666666666666
Thailand,xxCSeMPCp5E,2,62,67,30,0.20766666666666667
Thailand,xxCSeMPCp5E,3,102,131,22,0.207
Thailand,xxCSeMPCp5E,4,109,118,95,0.18833333333333332
Thailand,xxCSeMPCp5E,5,210,209,200,0.17033333333333334
Thailand,kxZOshKYUeA,1,221,233,233,0.31866666666666665
Thailand,kxZOshKYUeA,2,128,178,184,0.253
Thailand,kxZOshKYUeA,3,101,158,139,0.189
Thailand,kxZOshKYUeA,4,167,204,208,0.16233333333333333
Thailand,kxZOshKYUeA,5,55,113,103,0.077
Thailand,ytsYMo1ciWo,1,95,98,55,0.2633333333333333
Thailand,ytsYMo1ciWo,2,37,39,26,0.261
Thailand,ytsYMo1ciWo,3,170,137,71,0.177
Thailand,ytsYMo1ciWo,4,150,180,209,0.174
Thailand,ytsYMo1ciWo,5,200,212,222,0.12466666666666666
Thailand,4vX8qmVF414,1,244,244,244,0.26
Thailand,4vX8qmVF414,2,136,131,124,0.236
Thailand,4vX8qmVF414,3,90,89,81,0.20066666666666666
Thailand,4vX8qmVF414,4,183,176,166,0.17866666666666667
Thailand,4vX8qmVF414,5,43,40,35,0.12466666666666666
Thailand,dQxKdoptyzY,1,49,56,53,0.24
Thailand,dQxKdoptyzY,2,123,121,108,0.23666666666666666
Thailand,dQxKdoptyzY,3,223,230,225,0.22766666666666666
Thailand,dQxKdoptyzY,4,205,174,139,0.152
Thailand,dQxKdoptyzY,5,147,189,202,0.14366666666666666
